name	latitude	longitude	phone	address
Petrol Pump and CNG station	24.170566	83.7454601		Khajuri
Bharat Petroleum( Dubey fuels&CNG STATION)	23.7546138	83.208072		"Q635+R6W, Wadraf Nagar"
DALLA FUELS & GAS SERVICES	24.4658207	83.0395091		"Durga Nagar, Bar, Dalla"
Laxmi Gas Service Station	24.2220328	83.0373752		"62CP+RW5, NH 75, Renukoot"
Bpcl CNG Pump Chiyanki Daltonganj (Medininagar)	24.0016842	84.1216344		"opposite Heritage school, Chianki, Medininagar"
HP PETROL PUMP - AMAN AUTOMOBILES + CNG	24.2369004	83.9116199		"Village-godarma Khurd Ps, po, Rehla"
M/S UNIVERSAL FULES & CNG	24.2576051	85.405183		"NH-33 Barhi Ranchi Road Khorahar, Po, Devchanda"
SHIVKARAN LAL CNG	24.3092543	85.1679537		"irki, itkhori, chatra, SHIVKARAN LAL AUTOMOBILES, CHATRA CHAUPARAN, ROAD, Itkori"
CNG pump	24.0653152	85.3891398		"398Q+3JF, NH 20, Sijhua, Bonga"
HP PETROL PUMP PUGMIL SERVICE STATION(CNG not Available)	24.006245	85.349131		"Road, Pugmil Rd, near Daily Mart Supercentre, Azad Nagar, Hashmiya Colony, Pugmil, Hazaribagh"
"Bharat Petroleum Petrol CNG Pump , ARIHANT FUELS"	24.2233663	84.8533259		"BABHNEYCHATRA TOWN, Chatra, Bamhne"
CNG petrol pump	24.4165409	85.4954281		"CF8W+J3X, Gumo Rd, Bekobar, Doiadih"
GAIL GAS CNG STATION	23.782541	86.3885038		"Check post, 194, Katras Rd, Matkuria, Godhar, Dhanbad"
GAIL GAS CNG PUMP	23.8272601	86.4570559		"RFG4+WR3, Bhiphore Hirak Rd, Kunj Vihar, Dhanbad"
CNG pump devghar	24.4650715	86.7158909		"FP88+49P, Kunda, Deoghar"
HP Petrol Pump Gupta Petroleums CNG station	23.756826	86.3392331		"NH-32, near Navneet recedency, Putki, Chirudih, Dhanbad"
Cng station Sindhari road near BITS Pilani university	23.6885717	86.4960286		"MFQW+CCC, Sindri Rd, Sindri"
CNG Gail gas Gupta fuels	23.7429405	86.2235432		"P6VF+5CF, Mahuda More"
CNG Gail gas shree maa Shakti fuels	23.780829	86.419373		"QCJ9+8PQ, Joraphatak Rd, Dhanbad"
HP CNG Petrol Pump Nirsa Service Station	23.7802224	86.716548		"Grand Trunk Rd, Nirsa"
HP PETROL PUMP - SAAKSHI AUTO FUELS and CNG Station	23.8945943	86.2416775		"NH2, Ledatand P.S, Topchanchi"
DUMRA PETROL SERVICE STATION [CNG - DUMRA]	23.7956875	86.2148125		"Harina Basti, Dumra"
Aditya Multicom Private Limited CNG PETROL DIESEL	23.8602404	86.3875002		"HP Petrol Pump, NH-2, G.T. Road, Udaypur P.O. Kalyanpur, VIA ISM, Ranchi"
CNG Gail Gas jio RMBL Rajganj	23.8834447	86.2839986		"V7MM+9HH, Kotaldih"
CNG Station Madhupur	24.286692	86.6343391		"CNG Station, Janta Service Station, Madhupur, Sapha"
Cng pump	23.6889693	87.1566307		"M5Q4+HMJ, Chakdola"
CNG Jyoti pump	23.7346401	86.914825		"PWM7+VW4, Salanpur, Talberia"
CNG PUMP VISHNU FUEL CENTRE	23.9616384	86.8263767		"XR6G+PH7, Jamtara"
GAIL CNG Krishana Ro Filling Station	25.2975962	83.0018972		"72X2+2QJ, Durgakund Rd, Gauriganj, Bhelupur, Varanasi"
GAIL Gas CNG Station	25.3345666	82.9868505		"Ground Floor, s 18/107, Raja Bazar Rd, near Taksal Theater Building, Patel Nagar, Nadesar, Varanasi cantonment, Varanasi"
HP PETROL (CNG) PUMP - SARASWATI FLG STN CHITAIPUR	25.2672969	82.9660328		"PLOT NO, 32, Chitaipur - Chunar Rd, Awaleshpur, Kandwa, Varanasi"
GAIL Gas CNG Station (Keshav Automobiles)	25.2864818	82.9686554		"DLW Rd, near DLW, DLW, Central market DLW, Gatte, Shivdaspur"
GAIL Gas CNG Station	25.3116332	82.9884627		"8X6Q+M94, Sigra, Varanasi"
GAIL Gas CNG Station	25.2982879	82.9466902		"7WXW+8M8, Lohta Bazar, Churamanpur, Manrauli"
GAIL CNG Shankar Station Filling Station	25.369511	82.993722		"LALPUR,VRNSI-AZMGD RD,DST, Varanasi"
GAIL GAS Online CNG Station full pressure	25.2533603	83.1048657		Chakiya
CNG Pump Gail NH 19	25.2715239	82.8245962		Rakhauna
GAIL CNG Rameshwaram Filling Station	25.2883105	83.0340133		"Kodopur Rd, Chungi, Katesar, Ramnagar"
GAIL Gas CNG Station	25.2774826	83.005462		"72G4+X4Q, Nagwa Lanka, Varanasi"
Gail C N G Pump	25.449415	83.1030096		"C4X3+Q66, NH 31, Chaubepur, Jugar Patti"
Online Gail Gas Cng Station Shri Naga Ji Fuels	25.2529378	83.1047901		"Shri Naga Ji fuels CNG station, Billaridih mauja Chakiya Pt Deem Dayal Upadhyaya Nagar, opposite PW gurukulam, Mughalsarai"
Ram Suchit Vishwakarma CNG Fuel Station	25.3012585	83.0394752		"Jalil Pur, Semara"
TRIKUTA CNG CENTRE	25.4493257	83.1028343		Jugar Patti
GAIL Gas CNG Station	25.3346602	83.0130691		"82M7+V64 Railway Station, near Varanasi City, Alaipura, Near Varanasi City, Jalalipura, Varanasi"
CNG Pump	25.2972707	82.9447235		"7WWV+WV5, Varanasi - Allahabad Rd, Bhullanpur, Varanasi, Manrauli"
GAIL Gas CNG Station	25.325261	83.0341829		"82GM+CMH BHARTIYA PARK, Rajghat, Varanasi"
"Petrol Pump, Hinduari CNG"	24.7409948	83.0621338		"SH 5A, Hinduhari"
GAIL CNG Mansha Filling Station	25.2696046	82.8499268		"19, National Highway, Raja Talab Bazar, Kachnar"
GAIL CNG Kesari Filling Station	25.369345	82.9245941		"Varanasi - Lucknow Rd, Ganeshpur"
HIGHWAY CHUNAR ( CNG STATION )	25.0998241	82.83524		"3RXP+VF9, Chunar, Dhaurahra, Araji Dhaurahra Ch"
shaheed sanjay filling station CNG& PETROLEUM	25.5415952	83.2666324		"G7R8+CWF, Basu Pur, Nasirpur"
GAIL CNG Sanchetana Filing Station	25.4345684	82.8566302		"CVM4+RMC, near PNB BANK, Sagunha"
GAIL CNG CGS Mother Filling Station	25.3899182	82.9342984		"9WQM+XP7, Varanasi Ring Rd, Madhopur"
CNG Pump	25.311352	82.988772		"37, Sigra Chauraha Rd, Sigra Chauraha, Chhittupura, Sigra, Varanasi"
GAIL CNG Atulya Vaishnavi Fuel Filling Station	25.4800688	83.1393334		Dhakhawa
GAIL Online Full Pressure CNG pump	25.3105296	83.2062068		"Bagahi, Sangati"
CNG Pump	25.2229451	83.4887291		"6FFQ+5FH, Dhanichha"
CNG	25.4001227	83.2181907		"C629+27W, Mathela"
Chubepur CNG pump	25.4445418	83.0978679		"C3VX+R49, Chaubepur, Jugar Patti"
KALIM CNG	25.3152665	82.931045		"8W8J 4C3, Lohta Bazar, Lohta, Varanasi"
suresh service station CNG	25.3331132	82.9903918		"petrol pump, Nadesar, Chaukaghat, Varanasi"
Noubat pur CNG	25.2455185	83.3975842		"69WW+5W3, Khamanpur"
AJAY FILING STATION CNG	25.4116453	82.8857899		"CV6P+M83, Sehmalpur, Sarayswami"
S B CNG	25.2859323	82.9690367		"0, MAHMOORGANJ"
Gail CNG	25.3012575	83.0394316		"822Q+9VG, Jalil Pur, Semara"
Cng pump	25.0836258	84.4632322		"3FM7+24R, Patna - Aurangabad Rd, Shamshernagar"
CNG Pump Dealership	25.3916434	83.902951		"NA, NA, NA, HATHUA ROAD, Rajpur"
"S M Fuel , CNG Hindustan petroleum"	25.5090214	84.518634		"GG59+JF2, Petrol Rd, Bimawan"
GAIL SV-12 STATION	24.9801523	84.0584717		"X3J5+398, Unnamed Road, Gotpa"
CNG pump	24.7465911	84.963998		"PXW7+JH, Chandauti, Hario"
Bharat Petroleum CNG Station	24.798065	85.0483431		"Q2XX+68G, Manpur, Rasalpur"
Gail cng pump (Fatehpur Patna road)	25.4609141	84.9399785		"FW6Q+2XF, Dulhin Bazar - Naubatpur Rd, Naubatpur"
IOC CNG station	25.0724161	85.4244461		"3CCF+VH5, Seema, Siwan"
IOAG CNG Station - Hriday Narayan & Sons	24.80371	85.2564916		"R734+FHQ, Wazirganj"
Online CNG Station - Geeta Service Station	24.7623719	84.9760331		"QX6G+V98, NH-82, Gaya Bypass Road, Kazichak, Paharpur, Gaya, Qazi chak"
IOCL Petrolium CNG	24.7971981	85.5395669		"QGWQ+WJ2, NH-31, Mankhar, Nonai"
CNG PUMP	25.4565554	85.4986544		"FF4X+JF8, NH 31, Ghoswari"
Ganga CNG Fuels Services	25.221512	85.1637428		"65C7+JF5, Telhara-Imaliya- Masaurhi Rd, Charui, Pariawan"
"Bharat Petroleum, cng Petrol Pump -Masaurhi Filling Station"	25.3500907	85.0423271		"Masaurhi-Patna Rd, Masaurhi, Taregana"
CNG GAS	25.4737373	85.4852488		"FFFP+F3X, Karauta"
THINK Gas CNG Station	25.4858586	85.9800433		"Maharani Fuel Plot No. 1620(P)& 1621(P), Khata No. 283 & 457 Thana No.390, Mouza:, Fulwaria-II"
THINK Gas CNG Station	25.4346349	86.085286		"Aneel Fuels Service, Station NH 31, Sushil Nagar, Gobindpur, Begusarai"
THINK Gas CNG Station	25.4533722	86.0094083		"Shree Radhey Fuels, Thakuri Chak, Mohammadpur Baro"
THINK Gas CNG Station	25.5051987	85.9281402		"Green CNG Station, Teghra, Bhikhan Chak"
THINK Gas CNG Station	25.4228695	86.4040439		"Bolbam Service Station, Kurha, Sahebpur Kamal East"
THINK Gas CNG Station	25.4252268	86.1030299		"Swagat Retail Outlet, NH 31, Barauni - Purnea Hwy, Refinery Twp, Begusarai"
THINK Gas CNG Station	25.4177722	86.1557378		"Jai Mata Di Highway Fuels, NH31, Khatopur, Begusarai"
Maharani Fuel Centre CNG gas pump	25.4857628	85.9799588		"Fulwaria-II, Gaura-I"
Think Gas CNG Pump	25.4241936	86.0255469		"C2FG+R3V, Bihat-IV"
"CNG GAS STATION , CNG PUMP , BALURAM KAILASH KUMAR"	25.1454219	85.8490934		"Sheikhpura - Shahpur Rd, near Shyama Sarovar Park, opposite POWER GRID, Sheikhpura, Kamasi"
Cng pump lakhisarai	25.0880919	86.1193391		Sharma
MS BABA BAIDYANATH H.P CNG station pathargama	24.941295	87.27411		"Pathargama, Duarichak"
Cng	25.253978	87.000301		"Tilka Manjhi Chowk, Katahalbari, Khanjarpur, Bhagalpur"
"GGL Online CNG Station, Bhaniyara"	25.4888505	87.5692461		"FHQ9+GMX, Sirnia East, Chitauria"
Shekhar Gas	25.2473758	86.9880759		"6XWQ+X64, RBSS Sahay Rd, Bhikhanpur, Bhagalpur"
Bharat Petroleum Gas	25.4044025	86.9180443		"Jhandapur, Bhagalpur, NH-31, Bhagalpur, Bhagalpur"
CNG STATION	26.0468613	83.2124528		"26W6+PXW, SH 34, Azamgarh"
Torrent Gas CNG Station	26.3740956	82.8746588		"Sharda Filling station, BPCL, Plot No 140, Vill. Neori Tehsil- Alapur NH-233, Varanasi-Lumbini Marg, Amdi Toll Plaza"
Mittal auto fuel CNG STATION	26.4864291	83.7799154		"FQPH+HXF, Hydel Colony, Bhatwaliya, Deoria"
Torrent Gas CNG Station - Anay Filling Station	25.922139	82.977722		"WXCH+V3, Sujayapur"
Torrent Gas CNG Station - Ashok Filling Station	26.0211915	83.1825301		"25CM+F4J, Abu Saeedpur, Sarai Sadi"
Torrent Gas CNG Station - Jai Maa Durga Service Station	25.8915142	83.5606351		"VHR6+G8M, Katra"
Diamond CNG Station	26.0271759	83.0407548		"22GR+R9R Varanasi To, Road, Kaptanganj, Husanpur Badagoan"
Bharat Petroleum CNG	26.5245762	83.7931024		"GQFV+R6Q, Raghwapur, Kasia Road, Deoria"
Torrent Gas CNG Station - Jai Ganesh Filling	25.9754772	83.5074304		"XGG4+5X, Baragawan"
Petrol cng stations	25.9768635	83.574438		"NH 24, Muhmmadpur Mu.Shahroj"
Shri Sharda cng petrol filling station Vimti azamgarh	26.0964265	83.1788417		"goarakhpur bypass road, Vimti, Azamgarh, Karendua"
Torrent Gas CNG Station	25.9540537	83.016615		"X238+JJ, Ranipur Rajmo"
Torrent cng	26.2566662	83.4990502		"7F4X+MG9, Lohra, Dohrighat"
CNG Pump	26.0194545	82.9324307		"2W9J+QXM, Sarai Meer"
Torrent CNG	26.1003928	83.1154095		"4428+65, Suryabhan, Naipura"
Torrent Cng Pump	25.990788	83.3769359		"X9RG+JQV, Surhurpur"
KSK Gulwa Gauri - Torrent Gas CNG station	26.1713767	83.2142793		"56C7+HP2, Azamgarh - Bilariyaganj - Golabazar Rd, Jaigahan, Gulwa Gauri"
Azim Girhast Gas Station	25.9556168	83.54803		"SH 34, Mirzahadi Pura, Mau"
IndianOil CNG Filling station	25.7309	83.5469		"Gullalsarai, Mardah, Ghazipur NH-29, Ghazipur - Mau Rd, Ghazipur"
Cng pump and petrol pump	25.6912329	82.8355703		"MRRP+C4J, SH36, Mahimapur"
CNG petrol Pump 20 km	26.0868912	83.0695966		"20, Purvanchal Expy, Azamgarh, Sardaha"
"City Gate Station, Torrent Gas Pvt. Ltd."	26.1654139	83.0535601		"5383+5C7, Gaura"
Torrent Gas CNG station- Abhishek Filling Station	26.0160206	84.0599137		"2385+CX3, Sikandarpur"
CNG STATION	26.3160454	84.0060854		"Chotka Gao, Bhatpar Rani, Math Danur"
Torrent Gas CNG Station	25.7501606	84.1312918		"Haibatpur, Ballia"
IOCL CNG Station M/S GHAGARA SERICE STATION	25.8068625	84.6133937		"RJ47+P9R, Ghazipur - Hajipur Rd, Manjhi Paschimi, Bhadpa"
Torrent Gas CNG Station - Markandeya Filling Station	25.8505132	83.8782586		"Markandey Filling Station, IOCL Station SH-34,Amhar, Patti, Rasra"
IOCL CNG Station Maa Petroleum Kopa	25.8478695	84.6423161		"Main Road, Chhapra - Siwan Rd, Kopa"
sonu petrol pump cng	26.3162883	84.00612		"8284+GC, Math Danur"
Bharat Petroleum cng pump	26.3144437	84.6961154		"Brijkishor, Sidhwalia"
IOCL CNG Station Punam Super Petroleum	25.9321366	85.5965856		"AH42 Dihri, Buzurg"
CNG AVAILABLE	25.8477691	85.6399425		"SH 49, Ababakarpur, Sadipur"
Buxer patna cng pump	25.9644427	85.2722472		"X77C+QVH, Chintamanpur"
Bharat Petroleum Petrol pump and CNG STATION	26.5137892	84.965125		"NH 27, Chintamanpur"
"Bharat Petrol Pump & CNG station, Bidupur Bazar"	25.6527526	85.3197016		"M829+WV8, Bidupur"
Hp petrol and cng gas station	26.2445499	85.2384744		"66VQ+R99, Muzaffarpur, Panapur"
Rajnan Cng	25.6599941	85.2963321		"Miles Indian Petrol Pump, Road, Hajipur - Mahnar Rd, Hajipur"
Nitesh Cng	25.6924384	85.2083241		"Mile Chwok Hajipur Vashali Mile, Pakri, Hajipur"
"Indian oil Petrol Pump, Diesel pump, CNG pump - In Krishnanagar, Bihar (Suraj petroleum)"	26.4494925	85.1442109		"NH - 104, Shivhar road, Krishna Nagar, Madhuban North, Hardiya"
S R Fuels Petrol Pump & CNG Station	26.5235626	85.2982854		Kothia Dharampur Dharamag
Maa Durga Enterprises petrol pump & CNG Station	26.4583873	85.3316084		"Salempur, Belahi Dullah"
Uma fuels CNG pump	26.1704984	86.6463799		"5JCW+6P, Belatarha"
CNG pump	26.1866487	85.9116435		"5WP7+C67, Basdeopur"
CNG PUMP SITA PETROLEUM	26.1885769	85.9784842		"57, Darbhanga - Sakri Rd, Darbhanga, Kharthua"
Bharat Petroleum CNG Pump Baba Bambhola Energy Point Saraigarh Bhaptiyahi	26.2946805	86.7231184		"NH 27, Sariagarh, Bhaptiyahi"
CNG Jhanjharpur	26.2750876	86.2528591		"77G3+24Q, Jhanjharpur, Balni Mehat"
Kanhaya gas	26.2527621	86.2761819		"773G+4F9, Jhanjharpur"
Jagdamba Petroleum CNG | PETROL | DIESEL | EV Charging	26.4471367	85.9311962		"SH - 52, Sarisab, PO/PS - Benipatti, Madhubani"
Cng pump	25.8242499	86.8488383		"Sabaila, Pastpar, Jirwa"
CNG PUMP shabnam & sons	25.9003438	86.9630108		"WX27+46J, Murliganj"
"D S Highway Service, CNG STATION"	26.2616593	87.2692774		"Purnea - Araria - Forbesganj Rd, Bishunpur"
"DISEL,PETROL & CNG"	25.8268475	86.8480637		"NH 106,JIRWA,PATARGHAT, Jirwa, Pastpar"
Nandani Petrol Pump CNG Gas Station	25.8447055	87.5345799		"SH 60, Kasba"
Torrent Gas CNG Station	26.8073138	83.3512482		"00, Bargadwa, Gorakhpur"
Torrent Gas CNG Station	26.7243152	83.2906426		"CNG, Torrent Gas, Khanipur, Khajani - Gorakhpur Rd, Gorakhpur"
Torrent Gas CNG Station	26.8528324	83.3304694		"Sihorwa, Tal Jamuar"
Torrent Gas CNG Station	26.6909983	83.4884961		"MFRQ+997, Pawansut Filling Station Ramnagar Karjaha, near G D Goenka School, Gorakhpur"
Torrent Gas CNG Station	26.740961	83.7548504		"Vindyavasini Mata Filling Station, HPCL Station, NH-28, Gorakhpur-Kushinagar Rd, Highway, Kushinagar"
Torrent Gas CNG Station	26.8087471	82.8914833		"Usha Filling Station, OCL Station, NH-28, Near Tema Rahmat, Chowk, Kurthia"
Torrent Gas CNG Station	26.7520557	83.2186649		"Gupta Automobile, Plot No, 151 & 152, on Gorakhpur to Basti Road Stone No. 248/4 Shahjanwa"
M/S Mahadev CNG Torrent CNG GAS pump	26.799561	83.4506608		"QFX2+R7F, Tura Bazar, Jangl Dhoosar"
Torrent Gas CNG station	26.7325839	83.3395922		"Kamla Motors & Engineering Works, Plot No. 16, Nausar Chowk PO- Nausar, Belipar, Khajani - Gorakhpur Rd, Sadar, Gorakhpur"
CNG PUMP	26.7520944	83.2188133		"NH27, GIDA Industrial Area Phase 1, Sahjanwa"
Online cng station /Gorakhpur bypass	26.7019309	83.4104582		"KMS 270 Gorakhpur Byepass, NH 27, Gorakhpur"
Torrent Gas CNG Station	26.8256937	82.8298686		"Rajendra Filling, IOCL Station, NH 27, Village- Khajoula, near Parsa Jafar"
Green Gas Limited CNG Station	26.9682707	83.6015808		"RRQV+2RV, road bashiya, Maharajganj, Partawal"
Archana Filling Station HP and CNG	27.0767616	83.2713783		"37GC+R85 Ambrish onkar, Pharenda Range"
CNG Pump	26.7987473	82.9293182		"QWXJ+H97, Budha Khurd"
Shekhar Petrol Pump and CNG Station	26.8066752	83.0731778		"Bankatia, Khalilabad"
Torrent Gas CNG Station	26.8186513	82.8509598		"RV92+F98, Dhorahra"
Kolia Petrol & CNG Pump	26.7386787	83.3143082		"P8Q7+9Q8, 28, National Highway, Kolia, Kolia Mafi, Gorakhpur"
"Bharat Petroleum, Petrol Pump -Bharat Filling Station and Cng pump"	27.1661385	82.9258423		"BANSI,SIDHARATH NAGAR, SIDHARATH NAGAR"
HP PETROL PUMP and cng - NAVPRABHAT FILLING STATION	27.1022	83.2889		"HPC Petrol Pump Village-kamaharia Post-gopalpur, Anand Nagar BYE Pass, Varanasi"
Torrent cng filling pump	26.7015297	83.4102545		"PC26+J38, Hakkabad, Gaighat Buzurg"
Torrent Gas CNG Station	26.7387019	83.314228		"NH 28, Kolia, Kolia Mafi"
Khan filling station (Fuels&CNG)	26.9807935	83.5595897		"XHJ5+4WC, Mahdeva"
Basdeo and Sons Fuel & CNG	26.957782	83.5781524		BASHIYA BUZURG (UARDHANI) PARTAWAL CHOWK MAHARAJGANJ
"Bharat Petroleum, BPCL, PETROL PUMP, CNG Akbar energy station"	27.2593125	83.3644375		"7957+PQ4, Paisiya Lalaien"
CNG Station	26.9084117	83.825408		"Ramkola, Ahirauli Kusumhi"
Torrent Gas CNG Station	26.6901621	84.1311932		"Kutty Temple, Shahi Filling, IOCL Station, NH-28, Village Dumarbhar, Baghi Tamkuhiraj, Bagahi"
Torrent Gas CNG Station	26.8365934	83.9411144		"Shri Ram Model, HPCL Outlet, Sohanariya NH 28B, Kasya, Padrauna Rd, near FCI Godown, Padrauna"
Torrent Gas CNG Station	26.7182321	83.9069582		"PW94+7QW, Sriram Filling Station, Siswa, Kasya, Kasia - Deoria Rd, Kasia Bazaar"
Cng pump+ petrol	26.6899083	84.1308815		"M4QJ+X9, Babhnauli"
HP SRIRAM FILLING STATION/ CNG STATION	26.718269	83.9069151		"Siswa Mahanth, Kasia - Deoria Rd, Kasia Bazaar, Sirsia Khoiya"
Cng kushi nagar	26.8294598	83.9365044		"RWHP+QJJ, Kushinagar, Narsar"
Chandni Oil petrol and CNG pump	26.7276736	84.7680777		"PQH9+368, Suganw North"
TARANG PETROLEUM CNG	26.6542124	85.676389		"NH-104, near Tarang Hp Gas Agency, Harri, Adalpur"
Gas Station	27.029077	84.8881421		"44300, Birgunj"
CNG Station Dharan	26.8049257	87.2854054		"H08 8, Dharan"
CNG station Sri Padmavathi Balaji Filling Station | BPCL	18.8570061	79.4899625		"THEEGALPAHAD - VILLAGE, Srirampur Colony, Mancherial"
MeghaGas CNG station	20.3015625	82.7516875		"8Q22+JM3, NH217, RAJKHARIAR, Nuapara, Gadramunda"
MeghaGas CNG Station	19.9128125	83.1115625		"W476+4J2 Sahdev Fuels, RayagadaOdisha, Gond Bandopala"
MeghaGas CNG station	20.2753125	83.1198125		"74G9+4W8, Darlo"
MeghaGas CNG station	20.7160625	83.4943125		"PF8V+CP7, Balangir"
Adani cng pump	21.0950253	79.7534639		"3QV3+XGV, Kanhadmoh"
BP Petrol & CNG Pump	21.1539959	79.5080198		"5G35+J5, Kharbi"
Razvi Automobiles (Khapa) CNG BHARAT PETROLEUM	21.3596636	79.7161665		"Bhandara Rd, Khapa"
HP Lucky Petroleum CNG	21.0800459	80.1440144		"At+Po-Kohmara, TAL-Sadak Arjuni, NH-06, Towards, Nagpur - Bhandara - Rajnandgaon - Raipur Hwy"
ANNAPURNA BHARAT GAS	21.082334	80.0916986		Soundad
CNG pump	21.1991406	81.336388		"9/B, A-Pocket, Maroda, Bhilai"
Adani (BPCL) CNG station	21.0754249	80.4330204		"3CGM+45F, Sirpur"
"HP PETROL / CNG PUMP - PARUSHI ENERGY- CNG station,Petrol ,diesel"	21.19921	81.3363277		"HPC Dealer, SIX Tree Avenue, Bhilai, Raipur-Bhilai-Durg Expy, Sector 7, Raipur"
CNG PUMP	21.2105488	81.2598633		"6765+6W9, Durg"
Bharat Petrol Pump & CNG STATION	21.1310097	81.1601128		Rajnandgaon
Bharat Petroleum Petrol / CNG	21.0753671	80.4329152		"3CGM+45F, Sirpur"
HP PETROL PUMP - BAFNA EARTHMOVERS LIMITED CNG AVAILABLE	21.210563	81.259982		"Village Baghera Durg BY Pass NH6, Baghera"
BPCL Petrol Pump and CNG - Heavy Movers Fuels	21.088418	80.551812		"NH 6 Village Ghortalab, Near Sadak Chirchari, Tehsil Churiya, Dist. Rajnandgoan Chhattisgarh., Rajnandgoan"
"BPCL PETROL PUMP & CNG STATION - Mohan Fuels, Dongargaon"	20.962522	80.8359322		"XR7P+297, Dongargaon Rd, Sewata Tola"
Chichola Highway service (Bharat Petroleum) CNG	21.0770867	80.6869933		Maharajpur
Gill & Goods Petrol and CNG station	21.1250672	81.1480089		"44GX+26C, Somni"
Soni car gas conversion C N G & LPG	21.1854159	81.3270486		"shop no 106, Sector 10 B Market, Sector 10, Bhilai"
HCG CNG Station	21.2522193	81.5981484		"Adhoc Sai Baba Filling Station Amanaka, Great Eastern Rd, Amanaka, Raipur"
HP PETROL PUMP - SAI BABA FILLING STATION CNG Filling Station	21.2631085	81.6594112		"Vidhan Sabha Rd, near Lodhi Para, Pandri, Raipur"
INN GAS - Auto LPG Dispensing Station	21.2557476	81.592752		"7H4V+72G, Overbridge, Maruti Vihar, Kota, Raipur"
Bharat Petroleum Petrol / CNG	21.2495942	81.5230869		"6GXF+V74, Raipur-Bhilai-Durg Expressway Road (NH6), Ward Number 15, Kumhari, Bhilai"
HCG Raipur Pvt Ltd LCNG/CNG Facility	21.322754	81.5806874		"Khasra No 168/1, Tehsil, Kara, Dharsiva"
HP PETROL PUMP CNG pump	21.251753	81.6412631		"Jail Rd, Devendra Nagar, Raipur"
Jai Jagannath Service Station (CNG)	21.0037645	83.0845933		"233M+FRQ, SH 3, Padmapur Town"
Harihar filling Station and compress natural gas (CNG) FILLING STATION	21.0789494	83.2260788		"Diptipur, Jhunungapali"
"BP-Arjunda, BPCL Petrol,CNG & EV Pump"	21.314903	83.3088242		"8875+XG8, Karalmal"
Tara Maa Gasoline	20.9225174	82.8049773		"Main road , Paikmal SH-3, Paikamal"
Petrol & CNG Pump	21.0725896	84.349624		Redhakhol
"GEETA FUELS, Bharat Petroleum, CNG STATION"	21.2839999	83.593643		"7HMV+JFC, Bagdia"
"B P Govindapur Bharat Petroleum,CNG Station"	21.3225406	83.5364559		"Bargarh NH-6, Maniguda, Bhawanipatna Highway, Govindapur"
"Bharat Petroleum, Petrol Pump and CNG -Maa Vaishnodevi Service Station"	21.4486165	84.1233533		"NH6, BARIBANDH, SAMBALPUR, Sambalpur"
BP - Jangla (BPCL - CNG ONLINE STATION)	21.6508284	84.0747419		"M32F+8VQ, Jangala"
MeghaGas CNG station	22.1670597	79.5346388		"NH 44, to, Srinagar - Kanyakumari Hwy, beside Srinagar - Kanyakumari Highway, Narela"
BPCL-Rajesh pal singh-CNG/Petrol/Diesel	22.1669472	79.5352016		"Sonadongri, NH 44, Seoni"
indian oil petrol pump Heera Gasolenes	22.3943481	80.8013207		"NH-30 JABALPUR, HIGHWAY, Chartola"
MEERA HP GAS GRAMIN VITRAK	22.4961834	81.075376		"F3WG+F5C, Mawai, Mawai Jar"
Megha Gas CNG Station	23.1633273	79.8651793		"5V58+X4G, Dhanvantari Nagar, Andhuwa, Kugawan"
Megha Gas CNG Station	23.2393549	79.9684047		"6XQ9+Q97 Jabalpur, NH-7, Kanti Road, Jabalpur"
Megha Gas CNG Station	23.1989964	80.0096749		"near Ordinance Factory, Khamaria, O.F.Khamaria, Jabalpur"
MeghaGas CNG station	23.1805183	79.9103358		"5WH6+R8J HP Petrol Pump, Janki Nagar, Jabalpur"
Bharat Petrolium Petrol Pump CNG Pump	23.2393741	79.9687218		"Jabalpur, NH-7, Kanti Road, Jabalpur, Jabalpur"
Hp Petrol Pump and CNG Commercial Automobiles	23.1633264	79.8652682		"HPC Dealers Andhua NH-7 By-pass, Jabalpur"
Auto gas Fuel Station	23.179049	79.944505		"600, Bhantalaiya, Maharishi Arvind Ward, Gohalpur, Jabalpur"
Bharat petroleum- CNG B.P. Sihora	23.454163	80.09311		"F33V+M69, Road, Jabalpur, Sihora"
Megha City Gas Distribution Private Limited	23.1015238	80.2019746		"4622+CP2, Mendhi"
Jabalpur Autogas Solutions	23.1597157	79.9347066		"House no 249, near Naveen Vidya Bhawan School, Napier Town, Jabalpur"
Adani gas ( cng )	23.1495297	81.7052007		"4PX4+R42, Sitapur"
CNG Outlet	23.2702733	82.7146535		"NH 43, Ranai"
GAIL Gas CNG Station	12.8900912	74.8577238		"VVR5+238, Near, Kadri Park Rd, near Kadri Park, Kadri Hills, Kadri, Mangaluru"
GAIL gas CNG station	13.0526572	74.7967042		"3Q3W+3M8, NH 66, Haleyangadi"
GAIL Gas CNG Station	12.9227355	74.858621		"Kavoor, Mangaluru"
GAIL Gas CNG Station	12.9195269	74.8317424		"WR9J+RJ6, Kuloor, Kodikal, Mangaluru"
Adani Total Gas CNG Station	13.1314523	74.7733448		"4QJF+H8Q, Indian Oil - Bhavya Fuels, Nadsal, Padubidri"
GAIL Gas CNG Station	12.9768149	74.8037714		"XRG3+PGG, Hosabettu, Surathkal, Mangaluru"
Cng pump	13.1743284	74.9009348		5WF2+P9P
