name,latitude,longitude,phone,address
"MSHSD RADHA CHATURVEDI FUELS, KASBA BHIND",26.55759367,78.79406878,,KASBA BHIND
"SAHU FUEL POINT, JAMONIA TALAB",23.2251935,77.09188468,,JAMONIA TALAB
"MSHSD ANIL TRANSPORT CO., BALODI",23.58911068,76.47203632,,BALODI
"DHUMESHWAR FILLING STATION, SAKHINI",25.7752834,78.18401683,,SAKHINI
B L SOLANKI AUTO FUEL,26.37679015,77.93451716,,VILLAGE -SUMAOLI
SHRI BANKE BEHARI FILLING STATION,26.02475469,78.12741423,,VILLAGE-AMROL
MSHSD KRIPA HARILEELA FUEL,26.21665971,78.14831777,,GWALIOR
MSHSD DEVCHAND DHAPANI FILLINGS,23.88011809,76.64098234,,VILLAGE-GURADIA
MSHSD DEV MANGAL BABA FILLING CENTER,26.18154843,78.13275407,,SAIKANDAR KAMPOO CHAURAHA
MSHSD SHRI RADHE JAI DAU JI FILLING,26.33863199,77.75250351,,VILLAGE- AGROTA
MSHSD SHRI GIRRAJ DHARAN FILLING CENTER,26.52802281,78.04558155,,VILLAGE-JIGNI
MSHSD MONIKA MEENA FILLING STATION,25.6697642,76.57090372,,VILLAGE-PREMSAR
SHRI SIDDARTH PETROL PUMP,23.26269215,76.14785666,,VILLAGE JHOKAR
JIGISHA FUELS,22.88583595,76.1398496,,SIROLIYA
SHRI GOVERDHAN FUEL STATION,22.872333,76.24504215,,NEORI
SHRI SANWARIYA FUELS,23.09798127,76.33309675,,CHOBARADHIRA
GOURAV PETROLEUM,21.71912571,75.89666214,,KARANIYA
MARIA FUEL STATION,22.04142222,75.0453773,,ANJAD
LANDMARK FILLING STATION,22.74201111,75.9776645,,BURANAKHEDI
GIRIRAJ FUELS,22.6600905,76.13570297,,SHIWNI
VISHWAMANGAL FUELS OZAR,21.82154046,75.21104921,,OJHAR
SAGAR FUELS & ENERGY,22.82177489,75.85044117,,BAROLI
SHRI RAM PETROLEUM,23.3968851,75.49370673,,HATAI
MAKDONE MIDWAY FUEL STATION,23.49957203,76.08276654,,DELCHI
VIJAY LAXMI FILLING STATION,22.77164359,76.11976272,,SANNOD
BALAJI PETRO SERVICES,22.46229739,75.736113,,BADGONDA
Vanita Petroleum,21.15228413,78.33470127,,"Village -Sawali, Taluka - Karanja, NH-06 (New NH 53) Nagpur- Talegaon Road , Dist- Wardha"
XPRESSWAY AUTO SERVICES,21.18614918,79.26567767,,NEERI
KHUSHI PETROLEUM,20.91357006,74.77997339,,"Ekvira Devi Road, Near Musu Bhai Kapat Wala, S.No.116/2,P.No.37, 38, Deopur, Dhule, Maharashtra 424002"
HIRAEE PEROLEUM,20.55594489,74.285653,,"Malegaon - Satana Rd, Brahmangaon, Maharashtra 423213"
GANGALAKSHMI PEROLEUM,20.54393293,74.348466,,"Lakhmapur, Satana - Malegaon RD, Satana ( Baglan ) , Dist. Nashik, Maharashtra 423213"
SHRI KRUSHNA PETROLEUM,19.96690287,73.74039403,,"Ambad Kamathwade, link Road, Krishna Nagar, MIDC Ambad, Nashik, Maharashtra 422010"
SHRI DATTKRUPA PETROLEUM,20.08889316,74.24851821,,"At Hanuman Nagar, Aurangabad Highway, Vinchur, Niphad, Nashik"
KANSARA PETROLEUM,20.53763653,73.90891983,,"Pimpala Road, Kanashi, Tal. Kalwan, Dist, Nashik Maharashtra Pincode 423502"
INGAWALE PETROLEUM,18.50054528,73.75518836,,BHUGAON
NAYANA PETROLEUM,17.59148445,74.04339997,,BHARATGAONWADI
KRUSHNAI PETROLEUM,17.84760543,73.95280845,,PANCHWAD
BANGANGA PETROLEUM,17.91028758,74.3986288,,MANDAVKHADAK
"PRATIK PETROLEUM, PARLI",18.88676906,76.55771403,,Parli
"BHOSLE-PATIL HIGHWAY SER, PENNUR",17.77514443,75.50931747,,Pennur
"SWARAJ PETROLEUM SERVICE, MASSAJOG",18.75364374,75.94654196,,Massajog
"SHREE GURUDEV DUTTA PET, MALKAPUR",18.39329275,77.09775073,,Malkapur
"GURU MAULI PETROLEUM, Deoni",18.26157652,77.09273417,,Deoni
KRISHI UTPANNA BAZAR SAMITI AKLUJ,17.89284863,75.00926418,,Akluj
R L DESHMUKH PETROLEUM,18.32774691,76.54474414,,Peth
PATIL PETROLEUM SOLAPUR,17.68724756,75.91787291,,Solapur
RSD FILLING STATION,28.56202827,76.21008226,,"VILLAGE KALIYANA, BHIWANI"
RJ filling Statiom,30.17550869,76.77048179,,Nalvi
HP Naggal,30.26554668,76.7128985,,Sakhraon
Shiv Hari filling Station,29.23053607,77.01508473,,Samalkha
Shri Balaji Petro fuels,29.19721744,77.02409168,,Pattikalyana
HP 8 fuels,30.36271293,76.77206394,,Ambala
ADHOC SIVARAGINI FILLING STATION,13.47072404,80.10920634,,"HPCL DEALER,CHENNAI - KOLKATA HIGHWAY,ELAVOOR"
MSHSD SRI VENKATESWARA AGENCY,13.1272045,79.24697,,"NO-291,THANIGAI NAGAR, PULLILYON,MADHAVARAM HIGH ROAD"
MSHSD P.D.N FILLING STATION,13.32096856,80.18292203,,"THACHOOR-PONNERI ROAD,KRISHNAPURAM VILLAGE,THIRUVALLUR|PONNE"
MSHSD ADHOC SRI KALAIVANI AGEN,12.551389,78.448557,,"NO-291,THANIGAI NAGAR, PULLILYON,MADHAVARAM HIGH ROAD"
MSHSD RR FUELS,12.62815507,79.2971941,,Nesal
LAKSHMI ANAND PETROLEUM,16.29164805,74.23042308,,Pangire
ARADHYA PETROLEUM,17.22948193,74.40141563,,Wangi
RAJMANE PETROLEUM,16.83539869,74.66737664,,Miraj
FURTADO FUEL CENTRE,15.24931684,73.96891797,,Navelim
NRO APMC SUPA,18.33937368,74.37815836,,Supa
MSHSD SHREE SUMUKHA FUEL STATION,13.42703,76.62741091,,"SY. NO.69/1A1 AT HOSAHALLI TO MDR OF CHIKKANAYAKANAHALLI VILLAGE , TUMKUR DISTRICT"
MSHSD KALGUDI FUELS,12.58967762,76.93793392,,"HP PETROL PUMP , SY NO 213/16,KEELARA VILLAGE ,MANDYA KEELARA ROAD-571450"
MSHSD SRI TC NARASIMHAYA & SONS,13.81183395,77.31321717,,"SY NO2/3 OF I.D HALLI VILLAGE, I.D HALLI HOBLI,MADHUGIRI TALUK, TUMKUR DISTRICT, KARNATAKA STATE PINCODE-572124"
B M M FILLING STATION,14.737875,78.547892,,PRODDUTUR
MSHSD R R PETROLEUMS-EDARA,15.91181432,79.818084,,EDARA
OMKAR PETROLEUM,23.105409,72.63088,,AHMEDABAD
"MSHSD HP Service Centre, Oran",23.21595,72.639791,,AHMEDABAD
DHARTI FUEL CENTRE,23.604875,73.169709,,AHMEDABAD
Kuvadva Petroleum,22.34943827,70.95370056,,Rajkot
Khodalraj Petroleum,22.06378897,70.78277822,,Rajkot
Vishwanath Petroleum,22.17338706,71.35304338,,Rajkot
Matrukrupa HP,22.97985646,71.19449258,,Rajkot
HAMARA PUMP KIARA FILLING STATION,27.17715124,77.79298143,,"HAMARA PUMP KIARA FILLING STATION,VILLAGE RAIBHA, AGRA ACHNERA ROAD, DISTT AGRA-283101,9557846324"
North Star Petroleum,22.57749036,70.98151353,,Rajkot
Shree Bahuchar Petroleum,22.8518997,70.72690627,,Rajkot
ARJUN FUEL STATION,23.185175,70.179095,,Rajkot
GAJANAND PETROLEUM,22.60801,70.93984576,,Rajkot
Shree Shakti Petroleum,22.10336943,71.02482571,,Rajkot
Shree Neelkant Petroleum,24.01230232,73.49845502,,UDAIPUR
SONA PETROLEUM,25.29888151,74.63513777,,UDAIPUR
YASH FILLING STATION,25.56604597,75.29916093,,UDAIPUR
MSHSD SHRI DATA HP,25.37895633,74.57823202,,UDAIPUR
MSHSD Jiteen HP FS,23.72290418,73.8834686,,UDAIPUR
Shiv Mani,23.83947261,73.7488727,,UDAIPUR
MS HSD KAMAL FILLING STATION,23.985166,73.606248,,UDAIPUR
MS HSD JAI KRISHNA ENTERPRISES,23.776849,73.509844,,UDAIPUR
"Maa Petroleum, Orwad",20.45188759,72.91989979,,BARODA
"Sahil Petroleum, Daheli",20.27178184,72.88639563,,BARODA
BAPA SITARAM FUEL STATION,23.28133533,72.75961342,,AHMEDABAD
VIJAY AUTOMOBILES GANDHINAGAR,23.21517,72.648664,,AHMEDABAD
ANMOL PETROLEUM,23.70504638,73.39140137,,AHMEDABAD
COCO Vasna,22.295027,73.152555,,BARODA
"Batra Oil Co , Singu Border",28.854638,77.124552,,Delhi
Usha Fuels,16.98653906,81.74378003,,Kovvur
ADHOC Sri Padmavathi FS,16.32884743,79.94699705,,Vipparla
Addanki Filling Station,17.15667142,80.17488647,,Pandillapalli
Janatha Filling Point,17.05506218,80.12084663,,Banapuram
SHASTY FUELS,12.68561733,78.00996141,,"SF NO. 176/1E,176/2C,ANNASANDHIRAM,KARUDHANDAPALLI,,KRISHNAGIRI"
KALAIVANI FUELS,11.96144612,77.82062414,,"HPCL DEALERS,SF NO:790/1, KARADIKUNDU,,MANGARAHALLI (POST)"
SRI HARISH AGENCY,11.95039814,79.18639053,,"HPCL NEW BYPASS ROAD,,SANDAPET, TIRUKOVILUR,KALLAKURICHI"
MSHSD MLSJ AGENCIES,12.71668908,79.30006617,,Arni to Timari
MSHSD KANIYAN POONGUNDRAN AGENCY,12.61402791,79.33218023,,Agaram
HP AUTO CENTRE-IRCON REST AREA,24.87066243,77.47679622,,"VILLAGE-TAKNERA, MIANA, GUNA"
AARAMBH FILLING STATION,22.9923139,76.54407051,,"VILLAGE GURADIA MANDA, SEHORE"
MSHSD OM SHIVSHAMBHU PETROLEUM SERVICES,18.67393938,73.80392234,,Chikli CC
MSHSD DHEERAJ PETROLEUM,21.03274513,73.44880571,,BARODA
Raghuvanshi Petroleum,23.36350009,69.24678761,,Gandhidham
Adhoc Ram Petroleum,22.862831,69.688952,,Rajkot
Lilavanti Petroleum,23.21503021,69.29450733,,Rajkot
Shree Jaliyan Petroleum,23.33167552,70.33256827,,Rajkot
Adhoc Khawda Petroleum,22.9886977,69.84274228,,Gandhidham
Jay Jalaram Petrol Point,23.230761,69.6404,,Rajkot
SAI FILLING STATION,26.897064,75.958909,,Jaipur - B
HP HINDOLI,25.56885244,75.50318475,,Kota
SANVI FILLING STATION,25.44913144,75.60426138,,Kota
DEEPAK FILLING STATION,25.10393741,76.50020126,,Jhalawar
DARSHAN FILLING STATION,24.56577598,76.12082707,,Jhalawar
SUREKA PETROLEUM,24.40890449,75.84546241,,Jhalawar
R C LODWAL FILLING STATION,26.54332602,76.56451519,,Sawai Madhopur
PARSHWANATH FILLING STATION,24.33552191,76.00849602,,Jhalawar
THE UNIVERSAL PETROLEUM,26.35220837,75.922523,,Kota
RAJILWAR FILLING STATION,26.56409118,76.80347689,,Kota
BHAGWATI FILLING STATION,27.6630892,76.1273257,,Jaipur - C
REYANSH FUELS,25.34971088,76.35397298,,Jhalawar
URMILA FILLING STATION,24.59654005,75.89288852,,Kota
Puran SS,28.653858,77.14739,,kirtinagar
AMAR SS,30.741138,76.724524,,Chandigarh
MS/HSD SRI SAI RAM PETROLEUMS,17.41996369,78.57816398,,BODUPPAL
Sri Rama Kotaiah Fuel Point,17.25506099,80.1615848,,Khammam
MS/HSD GRR FUEL PARK,12.88575553,77.5568578,,"Survey No. 83/1A Doddakallasandra Village, Uttarahalli near Konanakunte Cross, Kanakpura Road 560078"
CHAKRA AGENCY,12.10512101,79.73941602,,"104/16A2,Kiliyanur Village,,Villupuram|Tindivanam"
SWAMI RAJ PETROLEUM,19.02798058,73.95332667,,EKLAHARE
HEERKANIL REAL ESTATE,18.20696723,74.60582178,,MIDC BARAMATI
Virendra FS,29.02717971,75.89360995,,Hisar
DHRUVIKA PETRO,28.39618238,76.93320166,,"SECTOR 86, GURGAON"
MS/HSD SM FILLING CENTRE,22.6273398,88.29195973,,EKSARA
NAVKAR FILLING STATION,25.96055675,74.44956738,,Kota
SHRI BALAJI PETROLEUM,26.26675364,74.76161669,,Kota
SHREE NARSINGH FILLING STATION,26.54245,77.19013375,,Kota
MSHSD JAI HIND FILLING STATION,24.818241,76.19735273,,Kota
MSHSD SHRI MAHADEV PETROLEUM,21.46275988,73.47597094,,BARODA
MSHSD MAHISAGAR FUEL STATION,23.19186193,73.60051236,,BARODA
MSHSD AMI PETROLEUM,20.74233997,73.14032758,,BARODA
HM Petroleum,20.69730927,72.97943973,,Sonwada
CPS Eco Friendly,21.156199,72.832531,,Udhna
"New Hem Motors, Dharampur Road",20.603719,72.929345,,Valsad
"Vihal Petroleum, Ajwa Road",22.313891,73.241526,,Vadodara
"SAGAR PETROLEUM, Lingda",22.68963073,73.06653236,,Anand
DHULEV PETROL PUMP,23.774193,73.508246,,Bichiwara
Hemkunt SS,28.585801,77.240473,,Jangpura Ex
Batra Brothers-,28.567956,77.223711,,South Ex
Vishal SS,30.705817,76.78752,,Chandigarh
Pick & drive,28.656213,77.089564,,Paschim Vihar
BST PETROMART,28.41847828,77.15683346,,GURGAON
HP SARLANAND,28.18299673,77.31620715,,GURGAON
BABA BHAJLERAM,28.26212865,76.82800164,,GURGAON
NAIN SINGH TYAGI,28.39297349,77.06270527,,GURGAON
SADHURAM & SONS,28.39959269,77.00258937,,GURGAON
KRISHIDEV PETROLEUM,17.90491882,74.355505,,WAKHARI
R K FILLING STATION,30.14961599,76.18058373,,SAMANA
ACC Manesar,28.364525,76.918591,,Gurgaon
SHRI DWARKESH AUTO FUELS,23.00569636,72.75813545,,AHMEDABAD
Esha Filling Station,26.830677,75.2704666,,Jaipur
HP BHAWANIMANDI,24.41189765,75.8312547,,Kota
HP FILLING STATION,26.01737259,75.69066846,,Kota
ANKIT FILLING STATION,23.95275966,75.85382688,,Kota
MSHSD SHRI SAINATH PETROLEUM,22.97855067,73.89060829,,BARODA
MSHSD SAGAR PETROLEUM,21.764998,73.023102,,BARODA
MSHSD SAFARI PETROLEUM,22.6943251,73.92527463,,BARODA
Adhoc Lakshmi,12.611855,79.924226,,Pukkathurai
Adhoc VGN,12.9124226,79.36487606,,Walajabad
MULLAI AGENCIES - Resitement,12.70681444,78.64847868,,Ambur
MSHSD TONDIARPET SERVICE STATION resitement,13.18024777,80.20975542,,PULILIYON
MS HSD PSR Fuel station,13.16138932,80.22739391,,MFL Junction
CHAKRA AGENCY,12.10512101,79.73941602,,"104/16A2,Kiliyanur Village,,Villupuram|Tindivanam"
KRT FUELS,12.35871376,78.21420426,,Paiyur
KALAIVANI FUELS,11.96144612,77.82062414,,Karadikundu
ASHA FUELS,12.34103253,78.46465024,,Antheripatti
MG BROTHERS-I,15.829428,78.040024,,KURNOOL
MS/HSD SRI SAI RAM PETROLEUMS,17.41996369,78.57816398,,BODUPPAL
MSHSD RAJATHADRI FUELLING STATION,13.30804929,77.14777608,,"SY.NO. 98/6 KYATHSANDRA VILLAGE,URDIGERE HOBLI,TUMKUR TALUK, TUMKUR DISTRICT- 572104"
MSHSD MARUTI FUEL STATION,13.04726869,77.14109934,,"Sy. No.41/1, Khata No.15, Raghunathapura Village, Thippasandra Hobli, Magadi Taluk, Ramanagara District -562131"
MS/HSD KAMAL SERVICE STATION,13.13017017,77.35899475,,"SY. NO:49/3 OF BUDIHAL VILLAGE, KASABA HOBLI, NELAMANGALA TALUK, BANGALORE URBAN DISTRICT, STATE: KARNATAKA, PIN CODE NO: 562123"
MSHSD SHREE SAI SHIVA FUEL STATION,12.99796744,76.939456,,"Sy.No.35/1, Siddapura Village, Yediyur Hobli, Kunigal Taluk, Tumkur District- 572130"
MSHSD SRI ANNAPURNESHWARI FILLING STATION,12.87696744,77.6477743,,"HP PETROL PUMP, SY. NO. 193/191/192/189,SINGASANDRA,HOSUR MAIN ROAD, BEGUR HOBLI,BANGALORE URBAN-560068"
MSHSD SRI SAI HARIHARAN FILLING STATION,16.03686456,80.66428346,,Arumbaka / Guntur District
MSHSD COCO KONDAYAPALEM,16.19254954,79.81731225,,KONDAYAPALEM / Guntur District
MSHSD DHIYA FILLING STATION,15.90086004,80.77095994,,ADAVULADEEVI / Guntur District
